code,code_nm,market,risk_prob,risk_grade,std_date
A123330,제닉,KOSDAQ,0.5913170306611174,8,2022-09-09
A353810,이지바이오,KOSDAQ,0.586496319255111,8,2022-09-09
A331920,셀레믹스,KOSDAQ,0.58343230959893,8,2022-09-09
A080470,성창오토텍,KOSDAQ,0.583224641609498,8,2022-09-09
A125210,아모그린텍,KOSDAQ,0.5826573426742884,8,2022-09-09
A046070,코다코,KOSDAQ,0.5793670208284517,8,2022-09-09
A096040,이트론,KOSDAQ,0.5778289235901818,8,2022-09-09
A130740,티피씨글로벌,KOSDAQ,0.5740412405104489,8,2022-09-09
A307750,국전약품,KOSDAQ,0.566941298330078,8,2022-09-09
A216050,인크로스,KOSDAQ,0.557412174393473,8,2022-09-09
A227100,에이치앤비디자인,KOSDAQ,0.5553687692749778,8,2022-09-09
A307280,원바이오젠,KOSDAQ,0.5536853923444135,8,2022-09-09
A059090,미코,KOSDAQ,0.5516968678569075,8,2022-09-09
A036030,케이티알파,KOSDAQ,0.5512572771467574,8,2022-09-09
A072020,중앙백신,KOSDAQ,0.5477457447095602,8,2022-09-09
A106520,노블엠앤비,KOSDAQ,0.5462491131053933,8,2022-09-09
A179900,유티아이,KOSDAQ,0.542001790590844,8,2022-09-09
A049830,승일,KOSDAQ,0.5395346505645139,8,2022-09-09
A238490,힘스,KOSDAQ,0.5335798421736757,8,2022-09-09
A007370,진양제약,KOSDAQ,0.5334450245598983,8,2022-09-09
A053030,바이넥스,KOSDAQ,0.5309908001593863,8,2022-09-09
A001840,이화공영,KOSDAQ,0.5306742546642477,8,2022-09-09
A054920,한컴위드,KOSDAQ,0.5254434615231205,8,2022-09-09
A154040,솔루에타,KOSDAQ,0.5253490201417217,8,2022-09-09
A086060,진바이오텍,KOSDAQ,0.5228205803478418,7,2022-09-09
A290520,신도기연,KOSDAQ,0.5209236976478538,7,2022-09-09
A298060,에스씨엠생명과학,KOSDAQ,0.5154116941711065,7,2022-09-09
A053290,NE능률,KOSDAQ,0.5114562887150151,7,2022-09-09
A013810,스페코,KOSDAQ,0.5073197024440812,7,2022-09-09
A018120,진로발효,KOSDAQ,0.5053424585360226,7,2022-09-09
A036930,주성엔지니어링,KOSDAQ,0.5051906537854893,7,2022-09-09
A039020,이건홀딩스,KOSDAQ,0.49842555234727015,7,2022-09-09
A054940,엑사이엔씨,KOSDAQ,0.47858689312050384,7,2022-09-09
A009520,포스코엠텍,KOSDAQ,0.4784628594909202,7,2022-09-09
A195990,에이비프로바이오,KOSDAQ,0.4749677202566825,7,2022-09-09
A037950,엘컴텍,KOSDAQ,0.4743183023336961,7,2022-09-09
A169330,엠브레인,KOSDAQ,0.47377317244411055,7,2022-09-09
A041520,이라이콤,KOSDAQ,0.4703450992391543,7,2022-09-09
A088910,동우팜투테이블,KOSDAQ,0.4639661071615305,7,2022-09-09
A215360,우리산업,KOSDAQ,0.452641836115319,7,2022-09-09
A083640,인콘,KOSDAQ,0.4474988015756033,7,2022-09-09
A131180,딜리,KOSDAQ,0.4406660798013701,7,2022-09-09
A357580,아모센스,KOSDAQ,0.43860709301407486,7,2022-09-09
A043360,디지아이,KOSDAQ,0.4381093568466328,7,2022-09-09
A008370,원풍,KOSDAQ,0.43117589305203896,7,2022-09-09
A203400,에이비온,KOSDAQ,0.42659393316273325,7,2022-09-09
A064820,케이프,KOSDAQ,0.42380206699335804,7,2022-09-09
A063080,컴투스홀딩스,KOSDAQ,0.4201829970564827,7,2022-09-09
A039740,한국정보공학,KOSDAQ,0.41613057005312554,7,2022-09-09
A251970,펌텍코리아,KOSDAQ,0.4134235723647351,7,2022-09-09
A036560,영풍정밀,KOSDAQ,0.4122410942523395,7,2022-09-09
A086820,바이오솔루션,KOSDAQ,0.41221866344959224,7,2022-09-09
A079970,투비소프트,KOSDAQ,0.4120665910423042,7,2022-09-09
A038880,아이에이,KOSDAQ,0.41140320677706016,7,2022-09-09
A040160,누리플렉스,KOSDAQ,0.4107819894339134,7,2022-09-09
A031860,엔에스엔,KOSDAQ,0.4104375510839646,7,2022-09-09
A043650,국순당,KOSDAQ,0.4101248504582479,7,2022-09-09
A054670,대한뉴팜,KOSDAQ,0.40710358285790826,7,2022-09-09
A093920,서원인텍,KOSDAQ,0.4052242763701189,7,2022-09-09
A241820,피씨엘,KOSDAQ,0.4012710281853019,7,2022-09-09
A304840,피플바이오,KOSDAQ,0.39982379912451976,7,2022-09-09
A009300,삼아제약,KOSDAQ,0.3996176233103167,7,2022-09-09
A063570,한국전자금융,KOSDAQ,0.39807200804091947,7,2022-09-09
A109820,진매트릭스,KOSDAQ,0.3963510467207683,7,2022-09-09
A072770,율호,KOSDAQ,0.39603897495530316,7,2022-09-09
